metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion,personal_fecha_eleccion,metadata_tipo_declaracion,seccion,item_index,actividad_periodo,actividad_empleador,actividad_sector,actividad_descripcion,donacion_benefactor,donacion_descripcion,fundacion_destinatario,fundacion_descripcion,otros_texto,firma_fecha,metadata_archivo_origen
000001,Palencia Rubio,Héctor,Ávila,31 de julio de 2023,,actividades,0.0,,Partido Popular de Castilla y León,Cargos en partidos o grupos parlamentarios,"Vicesecretario de organización y territorial del Partido Popular de Castilla y León, sin remuneración.",,,,,,,deputy_000001_interests_registro_intereses_diputado_1.pdf
000001,Palencia Rubio,Héctor,Ávila,31 de julio de 2023,,actividades,1.0,,Centro comercial El Bulevar de Ávila,Actividades privadas autorizadas,"Gerente del centro comercial El Bulevar de Ávila, en excedencia desde el 1 de agosto de 2023.",,,,,,,deputy_000001_interests_registro_intereses_diputado_1.pdf
000002,Cabezón Casas,Tomás,Soria,31 de julio de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Alcalde de Castilfrío de la Sierra (Soria),,sin percibir ningún tipo de remuneración.,,,,,,,deputy_000002_interests_registro_intereses_diputado_2.pdf
000002,Cabezón Casas,Tomás,Soria,31 de julio de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Vocal de la Mancomunidad de Tierras Altas,,"sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000002_interests_registro_intereses_diputado_2.pdf
000002,Cabezón Casas,Tomás,Soria,31 de julio de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Vicesecretario provincial del Partido Popular de Soria,,sin retribución.,,,,,,,deputy_000002_interests_registro_intereses_diputado_2.pdf
000004,Alcaraz Martos,Francisco José,Jaén,1 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"Declaración de Actividades, de 1 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000004_interests_registro_intereses_diputado_4.pdf
000005,Ramírez Moreno,María de las Nieves,Málaga,1 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Torrox (Málaga),Cargos públicos,"Concejala del Ayuntamiento de Torrox (Málaga), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000005_interests_registro_intereses_diputado_5.pdf
000005,Ramírez Moreno,María de las Nieves,Málaga,1 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PSOE,Cargos en partidos ó grupos parlamentarios,"Vocal de la Comisión Ejecutiva Federal del PSOE, sin retribución.",,,,,,,deputy_000005_interests_registro_intereses_diputado_5.pdf
000005,Ramírez Moreno,María de las Nieves,Málaga,1 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PSOE en Torrox (Málaga),Cargos en partidos ó grupos parlamentarios,Secretaria General del PSOE en Torrox (Málaga).,,,,,,,deputy_000005_interests_registro_intereses_diputado_5.pdf
000005,Ramírez Moreno,María de las Nieves,Málaga,1 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 1 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000005_interests_registro_intereses_diputado_5.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Armada,Cuerpo General de la Armada,Alférez de Fragata del Cuerpo General de la Armada. Reservista voluntario.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PP de Castilla-La Mancha,Comité Ejecutivo Regional,Vocal del Comité Ejecutivo Regional del PP de Castilla-La Mancha.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PP de la provincia de Toledo,Comité Ejecutivo Provincial,Vocal del Comité Ejecutivo Provincial del PP de la provincia de Toledo.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,3.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Consejo Social de la Ciudad de Toledo,Consejo Social,"Miembro del Consejo Social de la Ciudad de Toledo, sin retribución.",,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,4.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Real Fundación de Toledo,Junta de Protectores,"Miembro de la Junta de Protectores de la Real Fundación de Toledo, sin retribución.",,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,5.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Instituto de Liderazgo Político S.L.,Consejo de Administración,"Miembro del Consejo de Administración del Instituto de Liderazgo Político S.L., que no presta servicio alguno, ni percibe ingresos de ningún organismo perteneciente al sector público institucional o empresarial.",,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,6.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Abogado en ejercicio,Consultor jurídico,Abogado en ejercicio y consultor jurídico sin prestar servicio alguno al sector público institucional o empresarial.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,7.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Academia de Ciencias Sociales y Humanidades de Castilla-La Mancha,Academia,"Académico de Número de la Academia de Ciencias Sociales y Humanidades de Castilla-La Mancha, sin retribución.",,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,8.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Grupo Parlamentario Popular en el Congreso de los Diputados,Asesor,Asesor del Grupo Parlamentario Popular en el Congreso de los Diputados con fecha de cese de 16 de agosto de 2023.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,9.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Real Academia de Jurisprudencia y Legislación,Academia,"Académico correspondiente de la Real Academia de Jurisprudencia y Legislación, sin retribución.",,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000007,Conde Bajén,Agustín,Toledo,1 de agosto de 2023,,actividades,10.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Centros privados,Docencia,Docencia en centros privados.,,,,,,,deputy_000007_interests_registro_intereses_diputado_7.pdf
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Marbella (Málaga),Cargos públicos,"Concejal del Ayuntamiento de Marbella (Málaga), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000008_interests_registro_intereses_diputado_8.pdf
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,,actividades,1.0,,Partido Socialista de Marbella (Málaga),Cargos en partidos ó grupos parlamentarios,"Miembro de la Ejecutiva de la Agrupación del Partido Socialista de Marbella (Málaga), sin remuneración.",,,,,,,deputy_000008_interests_registro_intereses_diputado_8.pdf
000008,Pérez Ortiz,Isabel María,Málaga,1 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 1 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000008_interests_registro_intereses_diputado_8.pdf
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,,actividades,0.0,2001-2004,Hacienda Pública,,Agente de la Hacienda Pública,,,,,,,deputy_000009_interests_registro_intereses_diputado_9.pdf
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,,actividades,1.0,2004-2008,Cuerpo Técnico de Hacienda,,,,,,,,,deputy_000009_interests_registro_intereses_diputado_9.pdf
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,,actividades,2.0,2008 hasta la actualidad,Cuerpo Superior de Inspectores de Hacienda del Estado,,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad",,,,,,,deputy_000009_interests_registro_intereses_diputado_9.pdf
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,,actividades,3.0,,Partido Popular,,"Vicesecretario económico del Partido Popular, con retribución",,,,,,,deputy_000009_interests_registro_intereses_diputado_9.pdf
000009,Bravo Baena,Juan,Sevilla,1 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000009_interests_registro_intereses_diputado_9.pdf
000010,Sahuquillo García,Luis Carlos,Cuenca,1 de agosto de 2023,,actividades,0.0,,Junta de Comunidades de Castilla-La Mancha,Funcionario,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000010_interests_registro_intereses_diputado_10.pdf
000010,Sahuquillo García,Luis Carlos,Cuenca,1 de agosto de 2023,,actividades,1.0,2018,PSOE en Cuenca,Cargos en partidos ó grupos parlamentarios,"Secretario General Provincial del PSOE en Cuenca desde 2018, sin ningún tipo de remuneración, sin percibir ningún tipo de ingreso, ni dietas, ni kilometraje.",,,,,,,deputy_000010_interests_registro_intereses_diputado_10.pdf
000011,Rey de las Heras,Luis Alfonso,Soria,1 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Soria,,"Teniente Alcalde del Ayuntamiento de Soria, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000011_interests_registro_intereses_diputado_11.pdf
000011,Rey de las Heras,Luis Alfonso,Soria,1 de agosto de 2023,,actividades,1.0,,PSOE en Soria,,"Secretario General del PSOE en Soria, sin remuneración.",,,,,,,deputy_000011_interests_registro_intereses_diputado_11.pdf
000011,Rey de las Heras,Luis Alfonso,Soria,1 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000011_interests_registro_intereses_diputado_11.pdf
000012,Rojas García,Carlos,Granada,2 de agosto de 2023,,actividades,0.0,,"Sociedad Agrícola Roga, S.L.",Producción agrícola de productos tropicales y hortalizas,"Accionista con participación minoritaria y sin cargo de gestión. Esta sociedad no contrata con el sector público, ni percibe subvenciones no regladas.",,,,,,,deputy_000012_interests_registro_intereses_diputado_12.pdf
000012,Rojas García,Carlos,Granada,2 de agosto de 2023,,actividades,1.0,,"15K Angels, S.L.",Inversión y la promoción en emprendimiento que cree empleo y economía circular,"Accionista con participación minoritaria (1/30). Esta sociedad no contrata con el sector público, ni recibe subvenciones no regladas.",,,,,,,deputy_000012_interests_registro_intereses_diputado_12.pdf
000014,Fernández Hernández,Pedro,Zaragoza,2 de agosto de 2023,,actividades,0.0,,Instituto de Estudios Bursátiles (IEB),Docencia,Contrato de Profesor Asociado en ADE y Máster de Postgrado en el Instituto de Estudios Bursátiles (IEB).,,,,,,,deputy_000014_interests_registro_intereses_diputado_14.pdf
000015,Castilla Álvarez,María Carmen,Sevilla,2 de agosto de 2023,,actividades,0.0,,Servicio Andaluz de Salud,Salud,"Estatutaria fija del Servicio Andaluz de Salud y, desde el 2 de agosto de 2023, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000015_interests_registro_intereses_diputado_15.pdf
000015,Castilla Álvarez,María Carmen,Sevilla,2 de agosto de 2023,,actividades,1.0,,Fundación Desarrollo Pueblos de Andalucía,Fundación,"Patrona de la Fundación Desarrollo Pueblos de Andalucía, sin remuneración.",,,,,,,deputy_000015_interests_registro_intereses_diputado_15.pdf
000015,Castilla Álvarez,María Carmen,Sevilla,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 2 de agosto de 2023. 2. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. 3. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000015_interests_registro_intereses_diputado_15.pdf
000016,Pérez Osma,Daniel,Cuenca,2 de agosto de 2023,,actividades,0.0,,Alcalde de Las Valeras (Cuenca),,"sin dedicación exclusiva, renuncia a dietas por asistencia",,,,,,,deputy_000016_interests_registro_intereses_diputado_16.pdf
000016,Pérez Osma,Daniel,Cuenca,2 de agosto de 2023,,actividades,1.0,,Vicesecretaria Territorial del PP en Cuenca,,sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023,,,,,,,deputy_000016_interests_registro_intereses_diputado_16.pdf
000016,Pérez Osma,Daniel,Cuenca,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 2 de agosto de 2023. * La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. * Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000016_interests_registro_intereses_diputado_16.pdf
000017,Senderos Oraá,Daniel,Araba/Álava,2 de agosto de 2023,,actividades,0.0,,Secretario de Transición Ecológica y Cambio Climático de la CEE,,"Fecha del acuerdo plenario definitivo: 19.12.2023 de los Socialistas Vascos, sin retribución.",,,,,,,deputy_000017_interests_registro_intereses_diputado_17.pdf
000017,Senderos Oraá,Daniel,Araba/Álava,2 de agosto de 2023,,actividades,1.0,,Miembro de la Comisión Ejecutiva de Euskadi,,"Fecha del acuerdo plenario definitivo: 19.12.2023, sin retribución.",,,,,,,deputy_000017_interests_registro_intereses_diputado_17.pdf
000017,Senderos Oraá,Daniel,Araba/Álava,2 de agosto de 2023,,actividades,2.0,,Secretario de Organización del PSE-EE de la Rioja Alavesa,,"Fecha del acuerdo plenario definitivo: 19.12.2023, sin retribución.",,,,,,,deputy_000017_interests_registro_intereses_diputado_17.pdf
000018,Jerez Antequera,Juan Carlos,Barcelona,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Sant Quirze del Vallès (Barcelona),Funcionario de carrera (técnico superior de Administración Especial),"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad desde el 16.08.2023",,,,,,,deputy_000018_interests_registro_intereses_diputado_18.pdf
000018,Jerez Antequera,Juan Carlos,Barcelona,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 2 de agosto de 2023
2. Declaración de Actividades, de 23 de mayo de 2025",,deputy_000018_interests_registro_intereses_diputado_18.pdf
000019,Perea i Conillas,María Mercè,Barcelona,2 de agosto de 2023,,actividades,0.0,,"Administración del Patrimonio Familiar Perea i Conillas, C.B.",,"Fecha del acuerdo plenario definitivo: 19.12.2023 Avperme, C.B., ambas en liquidación y sin facultades de administración.",,,,,,,deputy_000019_interests_registro_intereses_diputado_19.pdf
000019,Perea i Conillas,María Mercè,Barcelona,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG. Con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000019_interests_registro_intereses_diputado_19.pdf
000021,Aranda Vargas,Francisco,Barcelona,2 de agosto de 2023,,actividades,0.0,,Universidad de Barcelona,,Profesor Asociado de Ciencia Política,,,,,,19.12.2023,deputy_000021_interests_registro_intereses_diputado_21.pdf
000021,Aranda Vargas,Francisco,Barcelona,2 de agosto de 2023,,actividades,1.0,,PSC de la Federación Vallés Occidental Sur,,"Primer Secretario, sin retribución",,,,,,19.12.2023,deputy_000021_interests_registro_intereses_diputado_21.pdf
000021,Aranda Vargas,Francisco,Barcelona,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",19.12.2023,deputy_000021_interests_registro_intereses_diputado_21.pdf
000023,Vicente,Ferran Verdejo,Barcelona,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Cardona,Público,"Concejal del Ayuntamiento de Cardona (Barcelona), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000023_interests_registro_intereses_diputado_23.pdf
000023,Vicente,Ferran Verdejo,Barcelona,2 de agosto de 2023,,actividades,1.0,,Partit dels Socialistes de Catalunya,Privado,"Renuncia como técnico del Partit dels Socialistes de Catalunya, a partir del 23 de julio de 2023.",,,,,,,deputy_000023_interests_registro_intereses_diputado_23.pdf
000023,Vicente,Ferran Verdejo,Barcelona,2 de agosto de 2023,,actividades,2.0,,Partit dels Socialistes de Catalunya,Privado,"Técnico del Partit dels Socialistes de Catalunya, de baja por excedencia desde el 16 de agosto de 2023.",,,,,,,deputy_000023_interests_registro_intereses_diputado_23.pdf
000024,Serrada Pariente,David,Salamanca,2 de agosto de 2023,,actividades,0.0,,PSOE,Cargos en partidos o grupos parlamentarios,"Secretario General del PSOE en Salamanca, sin retribución.",,,,,,,deputy_000024_interests_registro_intereses_diputado_24.pdf
000025,García Félix,Manuel,Huelva,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de La Palma del Condado (Huelva),Cargos públicos,"Alcalde del Ayuntamiento de La Palma del Condado (Huelva), sin dedicacion exclusiva, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000025_interests_registro_intereses_diputado_25.pdf
000025,García Félix,Manuel,Huelva,2 de agosto de 2023,,actividades,1.0,,FEMP,Cargos públicos,Presidente de la Comisión de Patrimonio de la FEMP.,,,,,,,deputy_000025_interests_registro_intereses_diputado_25.pdf
000025,García Félix,Manuel,Huelva,2 de agosto de 2023,,actividades,2.0,,Comité Europeo de las Regiones,Cargos públicos,Miembro del Comité Europeo de las Regiones.,,,,,,,deputy_000025_interests_registro_intereses_diputado_25.pdf
000025,García Félix,Manuel,Huelva,2 de agosto de 2023,,actividades,3.0,,Universidad de Huelva,Actividades públicas a las que ha renunciado,Profesor en la Universidad de Huelva.,,,,,,,deputy_000025_interests_registro_intereses_diputado_25.pdf
000026,Tellado Filgueira,Miguel,Coruña (A),2 de agosto de 2023,,actividades,0.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Vicesecretario de Organización Territorial del Partido Popular, Fecha del acuerdo plenario definitivo: 19.12.2023 percibiendo gastos de representación.",,,,,,,deputy_000026_interests_registro_intereses_diputado_26.pdf
000027,Pérez López,Álvaro,Coruña (A),2 de agosto de 2023,,actividades,0.0,,Partido Popular,,Director de coordinación parlamentaria del Partido Popular,,,,,,,deputy_000027_interests_registro_intereses_diputado_27.pdf
000027,Pérez López,Álvaro,Coruña (A),2 de agosto de 2023,,actividades,1.0,hasta el 16 de agosto de 2023,Grupo Parlamentario Popular en el Congreso,,Asesor del Grupo Parlamentario Popular en el Congreso,,,,,,,deputy_000027_interests_registro_intereses_diputado_27.pdf
000027,Pérez López,Álvaro,Coruña (A),2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000027_interests_registro_intereses_diputado_27.pdf
000028,Muñoz de la Iglesia,Ester,León,2 de agosto de 2023,,actividades,0.0,,Partido Popular de León,Cargos en partidos ó grupos parlamentarios,"Presidenta del Partido Popular de León, sin retribución.",,,,,,,deputy_000028_interests_registro_intereses_diputado_28.pdf
000028,Muñoz de la Iglesia,Ester,León,2 de agosto de 2023,,actividades,1.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Vicesecretaria Nacional de Sanidad y Educación del Partido Popular, percibiendo gastos de representación.",,,,,,,deputy_000028_interests_registro_intereses_diputado_28.pdf
000029,Fagúndez Campo,Antidio,Zamora,2 de agosto de 2023,,actividades,0.0,,Secretario General del PSOE,,"Zamora, sin retribución",,,,,,,deputy_000029_interests_registro_intereses_diputado_29.pdf
000030,Franco González,Silvia,León,2 de agosto de 2023,,actividades,0.0,,Cuerpo Superior de la Administración de Castilla y León,Funcionaria,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad",,,,,,,deputy_000030_interests_registro_intereses_diputado_30.pdf
000031,Fernández Benéitez,Andrea,León,2 de agosto de 2023,,actividades,0.0,,Secretaría Federal de Igualdad CEF PSOE,,sin remuneración,,,,,,,deputy_000031_interests_registro_intereses_diputado_31.pdf
000031,Fernández Benéitez,Andrea,León,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000031_interests_registro_intereses_diputado_31.pdf
000032,Delgado Arce,Celso Luis,Ourense,2 de agosto de 2023,,actividades,0.0,,Abogacía,,Fecha del acuerdo plenario definitivo: 19.12.2023,,,,,,,deputy_000032_interests_registro_intereses_diputado_32.pdf
000032,Delgado Arce,Celso Luis,Ourense,2 de agosto de 2023,,actividades,1.0,,Delgado Arce Abogados S.L.N.E.,,"Administrador único de la compañía mercantil Delgado Arce. Fecha del acuerdo plenario definitivo: 19.12.2023. Abogados S.L.N.E., cuyo objeto social es la prestación de servicios jurídicos (en ningún caso a la Administración Pública), no percibiendo retribución como administrador de esta Sociedad pero sí como director de la misma.",,,,,,,deputy_000032_interests_registro_intereses_diputado_32.pdf
000032,Delgado Arce,Celso Luis,Ourense,2 de agosto de 2023,,actividades,2.0,,Tertuliano en programas radiofónicos,,sin percibir retribución; Fecha del acuerdo plenario definitivo: 19.12.2023,,,,,,,deputy_000032_interests_registro_intereses_diputado_32.pdf
000033,Santana Perera,Noemí,Palmas (Las),2 de agosto de 2023,,actividades,0.0,,Ferrocarriles de Gran Canaria (Cabildo de Gran Canaria),,Administrativo. Laboral fijo en situación de excedencia.,,,,,,,deputy_000033_interests_registro_intereses_diputado_33.pdf
000033,Santana Perera,Noemí,Palmas (Las),2 de agosto de 2023,,actividades,1.0,,Consejo Ciudadano Podemos Canarias,,Sin remuneración.,,,,,,,deputy_000033_interests_registro_intereses_diputado_33.pdf
000033,Santana Perera,Noemí,Palmas (Las),2 de agosto de 2023,,actividades,2.0,,Secretaría de derechos sociales Podemos estatal,,Sin remuneración.,,,,,,,deputy_000033_interests_registro_intereses_diputado_33.pdf
000034,Velasco Morillo,Elvira,Zamora,2 de agosto de 2023,,actividades,0.0,,Junta de Castilla y León (SACYL),Funcionaria,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad",,,,,,,deputy_000034_interests_registro_intereses_diputado_34.pdf
000034,Velasco Morillo,Elvira,Zamora,2 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Partido Popular de Zamora,Secretaria General,sin retribución,,,,,,,deputy_000034_interests_registro_intereses_diputado_34.pdf
000034,Velasco Morillo,Elvira,Zamora,2 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Fundación Reformismo 21,Patrona,sin retribución,,,,,,,deputy_000034_interests_registro_intereses_diputado_34.pdf
000034,Velasco Morillo,Elvira,Zamora,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 2 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000034_interests_registro_intereses_diputado_34.pdf
000035,Zaragoza Alonso,José,Barcelona,2 de agosto de 2023,,,,,,,,,,,,,,deputy_000035_interests_registro_intereses_diputado_35.pdf
000038,Valido García,Cristina,S/C Tenerife,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de El Rosario,Cargos públicos,"Concejal del Ayuntamiento de El Rosario (Santa Cruz de Tenerife), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000038_interests_registro_intereses_diputado_38.pdf
000038,Valido García,Cristina,S/C Tenerife,2 de agosto de 2023,,actividades,1.0,,Parlamento de Canarias,Actividades públicas a las que ha renunciado,Diputada del Parlamento de Canarias hasta el 2 de agosto de 2023.,,,,,,,deputy_000038_interests_registro_intereses_diputado_38.pdf
