metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion,personal_fecha_eleccion,metadata_tipo_declaracion,seccion,item_index,actividad_periodo,actividad_empleador,actividad_sector,actividad_descripcion,donacion_benefactor,donacion_descripcion,fundacion_destinatario,fundacion_descripcion,otros_texto,firma_fecha,metadata_archivo_origen
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000096_interests_registro_intereses_diputado_96.pdf
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Alcázar de San Juan (Ciudad Real),Cargos públicos,"Concejal del Ayuntamiento de Alcázar de San Juan (Ciudad Real), Cargos de dedicación exclusiva desde el 2 de agosto de 2023, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000098_interests_registro_intereses_diputado_98.pdf
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Alcázar de San Juan (Ciudad Real),Cargos públicos,"Concejal del Ayuntamiento de Alcázar de San Juan (Ciudad Real), Con cese de dedicación exclusiva desde el 2 de agosto de 2023, fecha desde la que no percibe remuneración alguna, ni siquiera en concepto de dietas o asistencia a plenos.",,,,,,,deputy_000098_interests_registro_intereses_diputado_98.pdf
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PSOE Agrupación Alcázar de San Juan,Cargos en partidos ó grupos parlamentarios,"Secretario General del PSOE Agrupación Alcázar de San Juan, Cargos de retribución.",,,,,,,deputy_000098_interests_registro_intereses_diputado_98.pdf
000099,Merino Martínez,Javier,Rioja (La),3 de agosto de 2023,,actividades,0.0,,Partido Popular de La Rioja,Cargos en partidos ó grupos parlamentarios,"Vícesecretario en el Partido Popular de La Rioja, sin remuneración. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000099_interests_registro_intereses_diputado_99.pdf
000100,Ramos Esteban,César Joaquín,Cáceres,3 de agosto de 2023,,,,,,,,,,,,,,deputy_000100_interests_registro_intereses_diputado_100.pdf
000101,Rodríguez Serra,Santi,Barcelona,3 de agosto de 2023,,actividades,0.0,,"Ingeniería JOTA CE ESE 1992, S.C.",,"Participación Societaria, Prof. (sin relación con la Administración Pública), sin percibir ningún tipo de remuneración.",,,,,,,deputy_000101_interests_registro_intereses_diputado_101.pdf
000102,Martínez Gómez,Antonio,Albacete,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",4 de agosto de 2023,deputy_000102_interests_registro_intereses_diputado_102.pdf
000103,Argota Castro,Trinidad Carmen,Sevilla,4 de agosto de 2023,,actividades,0.0,,Junta de Andalucía,Cuerpo de Maestros y Maestras,"Funcionaria del Cuerpo de Maestros y Maestras de la Junta de Andalucía. Solicitud y, desde el 4 de agosto de 2023, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,4 de agosto de 2023,deputy_000103_interests_registro_intereses_diputado_103.pdf
000103,Argota Castro,Trinidad Carmen,Sevilla,4 de agosto de 2023,,actividades,1.0,,PSOE de Sevilla,Comité Provincial,"Miembro del Comité Provincial del PSOE de Sevilla, sin remuneración.",,,,,,4 de agosto de 2023,deputy_000103_interests_registro_intereses_diputado_103.pdf
000103,Argota Castro,Trinidad Carmen,Sevilla,4 de agosto de 2023,,actividades,2.0,,Agrupación de La Rinconada (Sevilla),Comisión Ejecutiva Local,"Miembro de la Comisión Ejecutiva Local de la Agrupación de La Rinconada (Sevilla), sin remuneración.",,,,,,4 de agosto de 2023,deputy_000103_interests_registro_intereses_diputado_103.pdf
000104,García Gomis,David,Alicante/Alacant,4 de agosto de 2023,,actividades,0.0,,VOX,Cargos en partidos o grupos parlamentarios,"Vicepresidente del Comité Ejecutivo Provincial de Alicante de VOX, sin remuneración.",,,,,,,deputy_000104_interests_registro_intereses_diputado_104.pdf
000104,García Gomis,David,Alicante/Alacant,4 de agosto de 2023,,actividades,1.0,,VOX,Actividades privadas autorizadas,Asesor contratado por el partido político VOX cesando con efecto del 31 de julio de 2023.,,,,,,,deputy_000104_interests_registro_intereses_diputado_104.pdf
000104,García Gomis,David,Alicante/Alacant,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"Declaración de Actividades, de 4 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000104_interests_registro_intereses_diputado_104.pdf
000105,Maldonado López,Adriana,Navarra,4 de agosto de 2023,,actividades,0.0,,Parlamento Europeo,Pública,"Parlamentaria europea, en situación de cese desde el 16.08.2023",,,,,,,deputy_000105_interests_registro_intereses_diputado_105.pdf
000105,Maldonado López,Adriana,Navarra,4 de agosto de 2023,,actividades,1.0,,PSN-PSOE,Política,"Secretaria de política europea PSN-PSOE, sin retribución",,,,,,,deputy_000105_interests_registro_intereses_diputado_105.pdf
000105,Maldonado López,Adriana,Navarra,4 de agosto de 2023,,actividades,2.0,,Medios de comunicación social,Comunicación,"Publicación en medios de comunicación social, sin retribución",,,,,,,deputy_000105_interests_registro_intereses_diputado_105.pdf
000105,Maldonado López,Adriana,Navarra,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 4 de agosto de 2023. 2. Declaración de Actividades, de 26 de septiembre de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000105_interests_registro_intereses_diputado_105.pdf
000106,Añón,Carmen Andrés,Barcelona,4 de agosto de 2023,,actividades,0.0,,Generalitat de Catalunya,Funcionaria,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000106_interests_registro_intereses_diputado_106.pdf
000106,Añón,Carmen Andrés,Barcelona,4 de agosto de 2023,,actividades,1.0,,Universidad Autónoma de Barcelona,Actividad esporádica puntual formativa,organizada por el Instituto de Ciencias Políticas y Sociales de Barcelona.,,,,,,,deputy_000106_interests_registro_intereses_diputado_106.pdf
000106,Añón,Carmen Andrés,Barcelona,4 de agosto de 2023,,actividades,2.0,,PSC de Barcelona,Viceprimera Secretaria,sin retribución.,,,,,,,deputy_000106_interests_registro_intereses_diputado_106.pdf
000107,De las Cuevas Cortés,Félix,Cantabria,4 de agosto de 2023,,actividades,0.0,,Partido Popular de Cantabria,Cargos en partidos o grupos parlamentarios,"Secretario de Industria, Transporte y Energía del Partido Popular de Cantabria, sin remuneración, ni dietas o indemnizaciones.",,,,,,,deputy_000107_interests_registro_intereses_diputado_107.pdf
000108,Fabra Part,Alberto,Castellón/Castelló,4 de agosto de 2023,,actividades,0.0,,Partido Popular,Político,"Miembro de distintos órganos del Partido Popular a nivel nacional, autonómico, provincial y local sin retribución.",,,,,,,deputy_000108_interests_registro_intereses_diputado_108.pdf
000109,Clavell López,Óscar,Castellón/Castelló,4 de agosto de 2023,,actividades,0.0,,Partido Popular de la provincia de Castellón,Cargos en partidos ó grupos parlamentarios,"Miembro del Comité de Dirección del Partido Popular de la provincia de Castellón, sin remuneración.",,,,,,,deputy_000109_interests_registro_intereses_diputado_109.pdf
000109,Clavell López,Óscar,Castellón/Castelló,4 de agosto de 2023,,actividades,1.0,,Partido Popular de la Vall d'Uixo (Castellón),Cargos en partidos ó grupos parlamentarios,"Presidente Local del Partido Popular de la Vall d'Uixo (Castellón), sin remuneración.",,,,,,,deputy_000109_interests_registro_intereses_diputado_109.pdf
000109,Clavell López,Óscar,Castellón/Castelló,4 de agosto de 2023,,actividades,2.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Secretaría del área de Educación en el Comité Ejecutivo Nacional del Partido Popular, sin remuneración.",,,,,,,deputy_000109_interests_registro_intereses_diputado_109.pdf
000110,Lamuà Estañol,Marc,Girona,4 de agosto de 2023,,,,,,,,,,,,,,deputy_000110_interests_registro_intereses_diputado_110.pdf
000111,Cercas Mena,Blanca,Girona,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000111_interests_registro_intereses_diputado_111.pdf
000112,Romero Pozo,Rafaela,Gipuzkoa,4 de agosto de 2023,,actividades,0.0,,PSE-EE (PSOE),Cargos en partidos o grupos parlamentarios,"Miembro de la Comisión Ejecutiva de Euskadi del PSE-EE, sin percibir ninguna remuneración, dieta o indemnización.",,,,,,,deputy_000112_interests_registro_intereses_diputado_112.pdf
000113,García Gurrutxaga,María Luisa,Gipuzkoa,4 de agosto de 2023,,actividades,0.0,,Gobierno Vasco,Funcionaria,"en situación de servicios especiales, percibiendo el correspondiente complemento por la antigüedad desde el 23.02.2023.",,,,,,4 de agosto de 2023,deputy_000113_interests_registro_intereses_diputado_113.pdf
000113,García Gurrutxaga,María Luisa,Gipuzkoa,4 de agosto de 2023,,actividades,1.0,,Comisión Ejecutiva Guipúzcoa PSE-EE,"Secretaria de Educación, Universidades, Cultura y Euskera",,,,,,,4 de agosto de 2023,deputy_000113_interests_registro_intereses_diputado_113.pdf
000113,García Gurrutxaga,María Luisa,Gipuzkoa,4 de agosto de 2023,,actividades,2.0,,Revista Ataniker,Colaboradora en la redacción,sin percibir ningún tipo de remuneración.,,,,,,4 de agosto de 2023,deputy_000113_interests_registro_intereses_diputado_113.pdf
000115,Folch Blanc,Javier José,Huesca,4 de agosto de 2023,,actividades,0.0,,ASAJA Huesca (Asociación Agraria),,Cese como Director de ASAJA Huesca,,,,,,,deputy_000115_interests_registro_intereses_diputado_115.pdf
000116,Garrido Jiménez,Elisa,Rioja (La),4 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Calahorra (La Rioja),Cargos públicos,"Concejala del Ayuntamiento de Calahorra (La Rioja), sin percibir en ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000116_interests_registro_intereses_diputado_116.pdf
000116,Garrido Jiménez,Elisa,Rioja (La),4 de agosto de 2023,,actividades,1.0,,PSOE,Cargos en partidos ó grupos parlamentarios,"Vocal de la Comisión Ejecutiva Federal del PSOE, sin remuneración.",,,,,,,deputy_000116_interests_registro_intereses_diputado_116.pdf
000116,Garrido Jiménez,Elisa,Rioja (La),4 de agosto de 2023,,actividades,2.0,,Agrupación Socialista de Calahorra,Cargos en partidos ó grupos parlamentarios,"Secretaria General de la Agrupación Socialista de Calahorra, sin remuneración.",,,,,,,deputy_000116_interests_registro_intereses_diputado_116.pdf
000117,Gil Lázaro,Ignacio,Valencia/València,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000117_interests_registro_intereses_diputado_117.pdf
000118,Bermúdez de Castro Fernández,José Antonio,Salamanca,4 de agosto de 2023,,actividades,0.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Secretario Ejecutivo de Formación del Partido Popular, sin remuneración.",,,,,,,deputy_000118_interests_registro_intereses_diputado_118.pdf
000119,Tomás Olivares,Violante,Murcia,4 de agosto de 2023,,actividades,0.0,,PP Nacional,Político,"Secretaría de Área de Discapacidad del PP Nacional, no tiene retribución, ni dietas ni indemnización.",,,,,,,deputy_000119_interests_registro_intereses_diputado_119.pdf
000119,Tomás Olivares,Violante,Murcia,4 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000119_interests_registro_intereses_diputado_119.pdf
000120,López Álvarez,Patxi,Bizkaia,4 de agosto de 2023,,actividades,0.0,,Comisión Ejecutiva Federal del PSOE,,"Miembro de la Comisión Ejecutiva Federal del PSOE, sin retribuir.",,,,,,,deputy_000120_interests_registro_intereses_diputado_120.pdf
000121,González-Robatto Perote,Jacobo,Granada,4 de agosto de 2023,,actividades,0.0,,Partido Político VOX,,Asesor contratado por el Partido Político VOX cesando con efectos de la Ley 31 de julio de 2023.,,,,,,,deputy_000121_interests_registro_intereses_diputado_121.pdf
000122,Cofiño Fernández,Rafael,Asturias,7 de agosto de 2023,,actividades,0.0,,Consejo Académico de la Escuela de Salud Pública de Menorca,,"Miembro del Consejo Académico de la Escuela de Salud Pública de Menorca, sin retribución económica por esta actividad.",,,,,,,deputy_000122_interests_registro_intereses_diputado_122.pdf
000122,Cofiño Fernández,Rafael,Asturias,7 de agosto de 2023,,actividades,1.0,,Servicio de Salud del Principado de Asturias,,"Estatutario del Servicio de Salud del Principado de Asturias, plaza de Medicina Familiar y Comunitaria con adscripción temporal en la Consejería de Salud, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad desde el 17.08.2023.",,,,,,,deputy_000122_interests_registro_intereses_diputado_122.pdf
000122,Cofiño Fernández,Rafael,Asturias,7 de agosto de 2023,,actividades,2.0,,Escuela Andaluza de Salud Pública,,Profesor asociado de la Escuela Andaluza de Salud Pública.,,,,,,,deputy_000122_interests_registro_intereses_diputado_122.pdf
000124,Del Valle Rodríguez,Emilio Jesús,Cantabria,7 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Santander,Cargos públicos,"Concejal del Ayuntamiento de Santander, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000124_interests_registro_intereses_diputado_124.pdf
000124,Del Valle Rodríguez,Emilio Jesús,Cantabria,7 de agosto de 2023,,actividades,1.0,,Administración de la Comunidad Autónoma de Cantabria,Actividades públicas a las que ha renunciado,"Funcionario de carrera del Cuerpo Técnico Superior en Derecho de la Administración de la Comunidad Autónoma de Cantabria, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000124_interests_registro_intereses_diputado_124.pdf
000125,Romero,Enrique Fernando Santiago,Córdoba,7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. 2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2 de la LOREG.",,deputy_000125_interests_registro_intereses_diputado_125.pdf
000127,Ábalos Meco,José Luis,Valencia/València,7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",19.12.2023,deputy_000127_interests_registro_intereses_diputado_127.pdf
000128,Rodríguez Salas,José Antonio,Granada,7 de agosto de 2023,,actividades,0.0,,Diputación de Granada,Empleado público,en situación de servicios especiales,,,,,,,deputy_000128_interests_registro_intereses_diputado_128.pdf
000128,Rodríguez Salas,José Antonio,Granada,7 de agosto de 2023,,actividades,1.0,,Comisión Ejecutiva Regional del PSOE de Andalucía,Cargos en partidos ó grupos parlamentarios,sin retribuciones o dietas,,,,,,,deputy_000128_interests_registro_intereses_diputado_128.pdf
000129,Pose Mesura,Modesto,Pontevedra,7 de agosto de 2023,,actividades,0.0,,Xunta de Galicia,"Inspector Médico, funcionario del Grupo A","Fecha del acuerdo plenario definitivo: 19.12.2023 en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000129_interests_registro_intereses_diputado_129.pdf
000129,Pose Mesura,Modesto,Pontevedra,7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.

2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000129_interests_registro_intereses_diputado_129.pdf
000130,Sancho Íñiguez,Herminio Rufino,Teruel,7 de agosto de 2023,,actividades,0.0,,Mezquita De Jarque,Cargos públicos,"Alcalde de Mezquita De Jarque (Teruel), sin remuneración, ni dietas por asistencia.",,,,,,,deputy_000130_interests_registro_intereses_diputado_130.pdf
000130,Sancho Íñiguez,Herminio Rufino,Teruel,7 de agosto de 2023,,actividades,1.0,,Ejecutiva Provincia del PSOE Teruel,Cargos en partidos ó grupos parlamentarios,"Miembro de la Ejecutiva Provincia del PSOE Teruel, Secretaria de Agricultura-Ganadería, sin remuneración.",,,,,,,deputy_000130_interests_registro_intereses_diputado_130.pdf
000130,Sancho Íñiguez,Herminio Rufino,Teruel,7 de agosto de 2023,,actividades,2.0,,Sociedad Agraria de Transformación 84 Ara,Actividades privadas autorizadas,"Socio al 50% de la Sociedad Agraria de Transformación 84 Ara Mezquita De Jarque (dedicada a la actividad agrícola-ganadera y que recibe subvenciones de la PAC y otras ayudas públicas), sin percibir ningún tipo de ingreso de la SAT desde el 15 de septiembre de 2015.",,,,,,,deputy_000130_interests_registro_intereses_diputado_130.pdf
000131,Requena Ruiz,Juan Diego,Jaén,7 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Santisteban del Puerto,Cargos públicos,"Concejal del Ayuntamiento de Santisteban del Puerto (Jaén), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000131_interests_registro_intereses_diputado_131.pdf
000131,Requena Ruiz,Juan Diego,Jaén,7 de agosto de 2023,,actividades,1.0,,Partido Popular,Cargos en partidos o grupos parlamentarios,"Miembro del Comité Ejecutivo Nacional del PP, sin remuneración.",,,,,,,deputy_000131_interests_registro_intereses_diputado_131.pdf
000131,Requena Ruiz,Juan Diego,Jaén,7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000131_interests_registro_intereses_diputado_131.pdf
000132,Mesquida Mayans,Joan,Balears (Illes),7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000132_interests_registro_intereses_diputado_132.pdf
000133,Santana Aguilera,Ada,Palmas (Las),7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",19.12.2023,deputy_000133_interests_registro_intereses_diputado_133.pdf
000134,Álvarez González,Alicia,S/C Tenerife,7 de agosto de 2023,,actividades,0.0,"desde el 24 de julio de 2023 y, desde el 7 de agosto de 2023",Administración de Justicia,Funcionaria de la Administración de Justicia,"con permiso/licencia, sin retribución, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000134_interests_registro_intereses_diputado_134.pdf
000134,Álvarez González,Alicia,S/C Tenerife,7 de agosto de 2023,,actividades,1.0,,Partido Socialista Obrero Español,Cargos en partidos ó grupos parlamentarios,"Miembro de la Ejecutiva Regional de Canarias del Partido Socialista Obrero Español, sin retribución.",,,,,,,deputy_000134_interests_registro_intereses_diputado_134.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Badalona,Público,"Concejal del Ámbito de Impulso Económico y de Unidad, Trabajo, Cultura, Ciudadanía y Gobierno del Ayuntamiento de Badalona, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Badalona,Público,"Segunda Teniente de Alcalde del Ayuntamiento de Badalona, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Badalona,Público,"Segunda Teniente de Alcalde y Concejal del Ayuntamiento de Badalona, a partir del 14 de agosto de 2023, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,3.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Badalona,Público,"Representante del Ayuntamiento de Badalona en diferentes entidades: Consorci Localret, Pacte Industrial Regió Metropolitana de Barcelona, Fundación Institut Ciències de la Salut Germans Trias i Pujol (como sustituta de representante titular), Consorci Promoció Enoturística del territori DO Alella, Xarxa de Municipis per a l'Economia Social i Solidària, Consorci de la Salut i Atenció Social de Catalunya, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,4.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Sociedades Municipales de Badalona,Público,"Consejera de las Sociedades Municipales de Badalona, de las que formaba parte del Consejo sin remuneración: Reactivació Badalona, S.A., Badalona Cultura, S.A., Badalona Serveis Assistencials, S.A. y Marina Badalona, S.A, en situación de renuncia desde el 14.08.2023.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,5.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Medios de comunicación,Privado,"Participación esporádica en tertulias de televisión local, sin remuneración.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000136,Agüera Gago,Cristina,Barcelona,7 de agosto de 2023,,actividades,6.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Medios de comunicación,Privado,"Participación esporádica en tertulias en medios de comunicación, en particular TV local de Badalona.",,,,,,,deputy_000136_interests_registro_intereses_diputado_136.pdf
000137,Iniesta Egido,Isabel,Albacete,7 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Alpera,Cargos públicos,"Alcaldesa del Ayuntamiento de Alpera (Albacete), sin dedicación exclusiva, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000137_interests_registro_intereses_diputado_137.pdf
000137,Iniesta Egido,Isabel,Albacete,7 de agosto de 2023,,actividades,1.0,,Mancomunidad de Municipios de Monteibérico,Cargos públicos,Representante de la Mancomunidad de Municipios de Monteibérico.,,,,,,,deputy_000137_interests_registro_intereses_diputado_137.pdf
000137,Iniesta Egido,Isabel,Albacete,7 de agosto de 2023,,actividades,2.0,,Mancomunidad de Municipios de Montearagón,Cargos públicos,Representante de la Mancomunidad de Municipios de Montearagón.,,,,,,,deputy_000137_interests_registro_intereses_diputado_137.pdf
000137,Iniesta Egido,Isabel,Albacete,7 de agosto de 2023,,actividades,3.0,,Grupo de Acción Local Corredor de Almansa,Cargos públicos,Representante del Grupo de Acción Local Corredor de Almansa.,,,,,,,deputy_000137_interests_registro_intereses_diputado_137.pdf
000137,Iniesta Egido,Isabel,Albacete,7 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"Participación en medios de comunicación social, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,deputy_000137_interests_registro_intereses_diputado_137.pdf
000138,Sáez Cruz,Emilio,Albacete,7 de agosto de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,Ayuntamiento de Albacete,Cargos públicos,"Concejal del Ayuntamiento de Albacete, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000138_interests_registro_intereses_diputado_138.pdf
000138,Sáez Cruz,Emilio,Albacete,7 de agosto de 2023,,actividades,1.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Ayuntamiento de Albacete,Cargos públicos,Baja como Concejal del Ayuntamiento de Albacete con fecha 19 de diciembre de 2023.,,,,,,,deputy_000138_interests_registro_intereses_diputado_138.pdf
000138,Sáez Cruz,Emilio,Albacete,7 de agosto de 2023,,actividades,2.0,Fecha del acuerdo plenario definitivo: 27.06.2024,Ámbito universitario,Actividades docentes extraordinarias,Participación en cursos con ponencias en el ámbito universitario.,,,,,,,deputy_000138_interests_registro_intereses_diputado_138.pdf
